house_type,insulation,schedule,Loc_code,Hydro_resource,SH_DW_code,Occ_code,Operation_SH_life,Operation_WH_life,P_annual_kWh_life,Operation_life,P_avg_peak_kW_year,Manufacture_SH,Manufacture_WH,Manufacture,Distribution_SH,Distribution_WH,Distribution,Installation_SH,Installation_WH,Installation,EOL_SH,EOL_WH,EOL,Other_SH,Other_WH,Other,EOL_S_SH,EOL_S_WH,EOL_S,Other_S_SH,Other_S_WH,Other_S,Embodied_life,Total_life,Embodied_life_R,Total_life_R
Mass,H1,Real,AK,Hlow,R-HP,1,1294.89545026,266.90437938,16862.4787912,1561.7998296399999,0.33467975376190473,610.8580626,593.0885628,1203.9466254000001,29.93734608,19.54861298,49.485959060000006,1.229073644,11.48823529,12.717308934000002,34.37968235,66.38408824,100.76377059,0,276.7058824,276.7058824,34.37968235,66.38408824,100.76377059,0,276.7058824,276.7058824,1643.619546384,3205.4193760239996,1643.619546384,3205.4193760239996
Mass,H1,Real,AK,Hlow,R-HP,2,1294.89545026,300.27243611,17470.343804699998,1595.16788637,0.3381972283333333,610.8580626,593.0885628,1203.9466254000001,29.93734608,19.54861298,49.485959060000006,1.229073644,11.48823529,12.717308934000002,34.37968235,66.38408824,100.76377059,0,276.7058824,276.7058824,34.37968235,66.38408824,100.76377059,0,276.7058824,276.7058824,1643.619546384,3238.787432754,1643.619546384,3238.787432754
Mass,H1,Real,AK,Hlow,R-HP,3,1294.89545026,421.31496474,20091.4887861,1716.210415,0.34027005652380954,610.8580626,703.5346516,1314.3927142,29.93734608,26.44293308,56.38027916,1.229073644,16.67647059,17.905544234,34.37968235,82.37682353,116.75650587999999,0,276.7058824,276.7058824,34.37968235,82.37682353,116.75650587999999,0,276.7058824,276.7058824,1782.1409258740002,3498.351340874,1782.1409258740002,3498.351340874
Mass,H1,Real,AK,Hlow,R-HP,4,1294.89545026,770.20163605,28080.819218599998,2065.09708631,0.34019980528571425,610.8580626,998.0575552,1608.9156178000003,29.93734608,44.82778668,74.76513276,1.229073644,30.26470588,31.493779523999997,34.37968235,125.0241176,159.40379994999998,0,276.7058824,276.7058824,34.37968235,125.0241176,159.40379994999998,0,276.7058824,276.7058824,2151.284212434,4216.381298744,2151.284212434,4216.381298744
Mass,H1,Real,AK,Hlow,R-HP,5,1294.89545026,810.30225351,28872.1092814,2105.19770377,0.3447333688095238,610.8580626,998.0575552,1608.9156178000003,29.93734608,44.82778668,74.76513276,1.229073644,30.26470588,31.493779523999997,34.37968235,125.0241176,159.40379994999998,0,276.7058824,276.7058824,34.37968235,125.0241176,159.40379994999998,0,276.7058824,276.7058824,2151.284212434,4256.481916204,2151.284212434,4256.481916204
Mass,H1,Real,AK,Hlow,R-HPo,1,1294.89545026,313.14067046,17879.1414537,1608.0361207199999,0.3345525401904762,610.8580626,659.3562161,1270.2142787,29.93734608,23.68520504,53.62255112,1.229073644,14.576470590000001,15.805544234000001,34.37968235,75.97972941,110.35941176,0,276.7058824,276.7058824,34.37968235,75.97972941,110.35941176,0,276.7058824,276.7058824,1726.7076682140003,3334.743788934,1726.7076682140003,3334.743788934
Mass,H1,Real,AK,Hlow,R-HPo,2,1294.89545026,348.40204127,18562.008875299998,1643.29749153,0.33834372185714284,610.8580626,659.3562161,1270.2142787,29.93734608,23.68520504,53.62255112,1.229073644,14.576470590000001,15.805544234000001,34.37968235,75.97972941,110.35941176,0,276.7058824,276.7058824,34.37968235,75.97972941,110.35941176,0,276.7058824,276.7058824,1726.7076682140003,3370.005159744,1726.7076682140003,3370.005159744
Mass,H1,Real,AK,Hlow,R-HPo,3,1294.89545026,508.96649983,22093.5138901,1803.86195009,0.3402095377619047,610.8580626,791.8915227,1402.7495853,29.93734608,31.95838916,61.89573524000001,1.229073644,20.75294118,21.982014824000004,34.37968235,95.17101176000001,129.55069411,0,276.7058824,276.7058824,34.37968235,95.17101176000001,129.55069411,0,276.7058824,276.7058824,1892.8839118740002,3696.745861964,1892.8839118740002,3696.745861964
Mass,H1,Real,AK,Hlow,R-HPo,4,1294.89545026,939.32834943,32002.1313257,2234.22379969,0.3401954662857143,610.8580626,1145.319007,1756.1770696,29.93734608,54.02021348,83.957559560000007,1.229073644,37.05882353,38.287897173999994,34.37968235,146.3477647,180.72744705,0,276.7058824,276.7058824,34.37968235,146.3477647,180.72744705,0,276.7058824,276.7058824,2335.855855784,4570.079655474,2335.855855784,4570.079655474
Mass,H1,Real,AK,Hlow,R-HPo,5,1294.89545026,984.3868965700001,32872.5475196,2279.28234683,0.3446046475238095,610.8580626,1145.319007,1756.1770696,29.93734608,54.02021348,83.957559560000007,1.229073644,37.05882353,38.287897173999994,34.37968235,146.3477647,180.72744705,0,276.7058824,276.7058824,34.37968235,146.3477647,180.72744705,0,276.7058824,276.7058824,2335.855855784,4615.138202614,2335.855855784,4615.138202614
