hour_of_day,day_of_week,month,kWh
12,4,6,5482000
13,4,6,5288000
14,4,6,5151999.999999999
15,4,6,5053000
16,4,6,5044000.000000001
17,4,6,5318000
18,4,6,5862000
19,4,6,5963000
20,4,6,5760000
21,4,6,5502000
22,4,6,5298000
23,4,6,4853000
0,4,6,4497999.999999999
1,5,6,4095000.0000000005
2,5,6,3877000
3,5,6,3722000.0000000005
4,5,6,3650000
5,5,6,3657000
6,5,6,3808000
7,5,6,4150000.0000000005
8,5,6,4629000
9,5,6,5090000
10,5,6,5225000
11,5,6,5096999.999999999
12,5,6,4942000
13,5,6,4763000
14,5,6,4665000
15,5,6,4575000
16,5,6,4614000
17,5,6,4946999.999999999
18,5,6,5539000
19,5,6,5592000.000000001
20,5,6,5349000
21,5,6,5096000
22,5,6,4936000
23,5,6,4576000.000000001
0,5,6,4277000
1,6,6,3924000
2,6,6,3711999.9999999995
3,6,6,3596000
4,6,6,3525000
5,6,6,3510000
6,6,6,3617000
7,6,6,3857999.9999999995
8,6,6,4196000
9,6,6,4672000
10,6,6,5058000
11,6,6,5131000
12,6,6,5090999.999999999
13,6,6,5010000
14,6,6,4941000.000000001
15,6,6,4927000
16,6,6,5018000.000000001
17,6,6,5356000
18,6,6,5800000.000000001
19,6,6,5750000
20,6,6,5452000
21,6,6,5144000
22,6,6,4883000
23,6,6,4404000
0,6,6,4044000.0000000005
1,0,6,3713000
2,0,6,3546999.9999999995
3,0,6,3433000
4,0,6,3394000
5,0,6,3458000
6,0,6,3812000.0000000005
7,0,6,4537000
8,0,6,5328000
9,0,6,5532000
10,0,6,5454000.000000001
11,0,6,5388999.999999999
12,0,6,5342000.000000001
13,0,6,5259000
14,0,6,5178000
15,0,6,5109999.999999999
16,0,6,5119000
17,0,6,5398000
18,0,6,5951000
19,0,6,6018000.000000001
20,0,6,5765000.000000001
21,0,6,5476000
22,0,6,5205000
23,0,6,4686999.999999999
0,0,6,4291000
1,1,6,3949000
2,1,6,3769000
3,1,6,3660000
4,1,6,3624000
5,1,6,3716000
6,1,6,4104000
7,1,6,4938000.000000001
8,1,6,5795000
9,1,6,5971000
10,1,6,5838000
11,1,6,5632000
12,1,6,5487000
13,1,6,5317000
14,1,6,5197000
15,1,6,5120000
16,1,6,5181000
17,1,6,5580000
18,1,6,6307000
19,1,6,6463000
20,1,6,6278000.000000001
21,1,6,5976000
22,1,6,5698000
23,1,6,5103000
0,1,6,4645000
1,2,6,4239000
2,2,6,4053000
3,2,6,3945999.9999999995
4,2,6,3924000
5,2,6,4034000
6,2,6,4452000
7,2,6,5388999.999999999
8,2,6,6235000
9,2,6,6371000
10,2,6,6220000
11,2,6,5958000
12,2,6,5760000
13,2,6,5525000
14,2,6,5375999.999999999
15,2,6,5357000
16,2,6,5479000
17,2,6,5888000
18,2,6,6478999.999999999
19,2,6,6594000
20,2,6,6441000.000000001
21,2,6,6166000
22,2,6,5837000
23,2,6,5138000
0,2,6,4676000
1,3,6,4259000
2,3,6,4048000
3,3,6,3900000
4,3,6,3834000
5,3,6,3914000
6,3,6,4266000
7,3,6,5157999.999999999
8,3,6,6064999.999999999
9,3,6,6260000
10,3,6,6098000
11,3,6,5880000.000000001
12,3,6,5715999.999999999
13,3,6,5544000.000000001
14,3,6,5424000
15,3,6,5395000
16,3,6,5479000
17,3,6,5809000
18,3,6,6356000
19,3,6,6452000
20,3,6,6234999.999999999
21,3,6,5901000
22,3,6,5580999.999999999
23,3,6,4976000
0,3,6,4528000.000000001
1,4,6,4114000.000000001
2,4,6,3890000
3,4,6,3758000
4,4,6,3715000
5,4,6,3779000
6,4,6,4102999.9999999995
7,4,6,4848000.000000001
8,4,6,5641999.999999999
9,4,6,5875000
10,4,6,5865000
11,4,6,5758000
12,4,6,5712000
13,4,6,5670000
14,4,6,5528000.000000001
15,4,6,5484000
16,4,6,5500000
17,4,6,5718000
18,4,6,6058000
19,4,6,6031000.000000001
20,4,6,5745000
21,4,6,5433000
22,4,6,5231999.999999999
23,4,6,4809000
0,4,6,4441000
1,5,6,4031000.0000000005
2,5,6,3803000
3,5,6,3655999.9999999995
4,5,6,3584000
5,5,6,3601000
6,5,6,3729000
7,5,6,4044000.0000000005
8,5,6,4491000
9,5,6,4968000
10,5,6,5198000
11,5,6,5134000
12,5,6,5016000
13,5,6,4885000
14,5,6,4739000
15,5,6,4663000
16,5,6,4712000
17,5,6,5003000
18,5,6,5592000.000000001
19,5,6,5686000
20,5,6,5493000
21,5,6,5250999.999999999
22,5,6,5064999.999999999
23,5,6,4712000
0,5,6,4388000
1,6,6,4015000.0000000005
2,6,6,3812999.9999999995
3,6,6,3689000
4,6,6,3631000
5,6,6,3625000
6,6,6,3754000
7,6,6,4043000
8,6,6,4438000.000000001
9,6,6,4927000
10,6,6,5193000
11,6,6,5113000
12,6,6,4920000
13,6,6,4808000
14,6,6,4687000
15,6,6,4679000
16,6,6,4784000.000000001
17,6,6,5192000
18,6,6,5832000
19,6,6,5865000
20,6,6,5603000
21,6,6,5313000.000000001
22,6,6,5055000
23,6,6,4545999.999999999
0,6,6,4191000
1,0,6,3833000
2,0,6,3661000
3,0,6,3553000
4,0,6,3521000
5,0,6,3602000
6,0,6,3985000
7,0,6,4818000
8,0,6,5676000
9,0,6,5907000
10,0,6,5800000
11,0,6,5689000
12,0,6,5617000
13,0,6,5452999.999999999
14,0,6,5372000
15,0,6,5334000
16,0,6,5358000
17,0,6,5681000
18,0,6,6224000
19,0,6,6279999.999999999
20,0,6,6041000
21,0,6,5689000
22,0,6,5369000
23,0,6,4776000
0,0,6,4339000
1,1,6,3975000
2,1,6,3777000
3,1,6,3662000
4,1,6,3615000
5,1,6,3700000
6,1,6,4067000
7,1,6,4915000
8,1,6,5786000
9,1,6,5946000
10,1,6,5769000
11,1,6,5548000
12,1,6,5406000.000000001
13,1,6,5321999.999999999
14,1,6,5248000
15,1,6,5176000
16,1,6,5198000
17,1,6,5555000
18,1,6,6164000
19,1,6,6278000.000000001
20,1,6,6069000
21,1,6,5745000
22,1,6,5442000
23,1,6,4869000
0,1,6,4439000
1,2,6,4066000
2,2,6,3860000
3,2,6,3753000
4,2,6,3725000
5,2,6,3812999.9999999995
6,2,6,4183999.999999999
7,2,6,5064999.999999999
8,2,6,5971000
9,2,6,6141000
10,2,6,5990000
11,2,6,5747000
12,2,6,5609000
13,2,6,5507000
14,2,6,5366000
15,2,6,5295000
16,2,6,5446000
17,2,6,5819000
18,2,6,6443000
19,2,6,6534000
20,2,6,6326000.000000001
21,2,6,5994000
22,2,6,5661000
23,2,6,5034000.000000001
0,2,6,4565000
1,3,6,4157000
2,3,6,3968000
3,3,6,3854000
4,3,6,3828999.9999999995
5,3,6,3906000
6,3,6,4289000
7,3,6,5148000
8,3,6,6071000
9,3,6,6263000
10,3,6,6042000
11,3,6,5768000
12,3,6,5390000.000000001
13,3,6,5273000
14,3,6,5208000
15,3,6,5163000
16,3,6,5253000
17,3,6,5649000
18,3,6,6308000
19,3,6,6441000
20,3,6,6234000
21,3,6,5925000
22,3,6,5622999.999999999
23,3,6,5021000.000000001
0,3,6,4561000
1,4,6,4118000.0000000005
2,4,6,3916000.0000000005
3,4,6,3796000
4,4,6,3761000
5,4,6,3864000
6,4,6,4258000
7,4,6,5141000
8,4,6,6092000
9,4,6,6304000
10,4,6,6091000
11,4,6,5766000
12,4,6,5541000
13,4,6,5311999.999999999
14,4,6,5178000
15,4,6,5048999.999999999
16,4,6,5071000
17,4,6,5430000
18,4,6,6048999.999999999
19,4,6,6152000
20,4,6,5977000
21,4,6,5753000
22,4,6,5529999.999999999
23,4,6,5045000
0,4,6,4636000
1,5,6,4207000
2,5,6,3955000
3,5,6,3804000.0000000005
4,5,6,3744000
5,5,6,3752000
6,5,6,3915000
7,5,6,4294000.000000001
8,5,6,4827999.999999999
9,5,6,5351000
10,5,6,5513000
11,5,6,5346000
12,5,6,5156000.000000001
13,5,6,4984999.999999999
14,5,6,4846999.999999999
15,5,6,4807000
16,5,6,4800000
17,5,6,5284000.000000001
18,5,6,5827000
19,5,6,5830000
20,5,6,5549000
21,5,6,5288000
22,5,6,5108000.000000001
23,5,6,4721999.999999999
0,5,6,4393000.000000001
1,6,6,3990000
2,6,6,3763000
3,6,6,3631000
4,6,6,3569000
5,6,6,3558000
6,6,6,3666000.0000000005
7,6,6,3919000
8,6,6,4287000
9,6,6,4832000.000000001
10,6,6,5261000
11,6,6,5378000
12,6,6,5338000
13,6,6,5274000
14,6,6,5157000
15,6,6,5010000
16,6,6,4997000
17,6,6,5273000
18,6,6,5837000
19,6,6,5947000
20,6,6,5715999.999999999
21,6,6,5433000
22,6,6,5177000
23,6,6,4662000
0,6,6,4264000
1,0,6,3889000.0000000005
2,0,6,3724000
3,0,6,3613000
4,0,6,3589000
5,0,6,3699000
6,0,6,4108000.0000000005
7,0,6,5031000.000000001
8,0,6,6008000
9,0,6,6282999.999999999
10,0,6,6179000
11,0,6,5976000
12,0,6,5819000
13,0,6,5689999.999999999
14,0,6,5503000
15,0,6,5400000
16,0,6,5455999.999999999
17,0,6,5853000
18,0,6,6478999.999999999
19,0,6,6541000
20,0,6,6253000
21,0,6,5893000
22,0,6,5563000.000000001
23,0,6,4927000
0,0,6,4481999.999999999
1,1,6,4082000.000000001
2,1,6,3871000
3,1,6,3748000
4,1,6,3709000
5,1,6,3795000
6,1,6,4182000.0000000005
7,1,6,5071000
8,1,6,5976000
9,1,6,6191000
10,1,6,6035000
11,1,6,5845000
12,1,6,5726000
13,1,6,5641999.999999999
14,1,6,5577000
15,1,6,5537000
16,1,6,5632000
17,1,6,5954000
18,1,6,6470000.000000001
19,1,6,6540000
20,1,6,6268000.000000001
21,1,6,5919000.000000001
22,1,6,5591000
23,1,6,4962999.999999999
0,1,6,4470000
1,2,6,4022999.9999999995
2,2,6,3854000
3,2,6,3715000
4,2,6,3649000
5,2,6,3740999.9999999995
6,2,6,4122000
7,2,6,4962000
8,2,6,5845000.000000001
9,2,6,6033000
10,2,6,5863000
11,2,6,5635000
12,2,6,5473000.000000001
13,2,6,5359999.999999999
14,2,6,5267000
15,2,6,5191000.000000001
16,2,6,5240000
17,2,6,5545000
18,2,6,6122999.999999999
19,2,6,6282000
20,2,6,6122000
21,2,6,5867000
22,2,6,5616000
23,2,6,5045000
0,2,6,4575000
1,3,6,4152000
2,3,6,3913999.9999999995
3,3,6,3810000
4,3,6,3775000
5,3,6,3859000
6,3,6,4237000
7,3,6,5134000
8,3,6,6048000
9,3,6,6254000
10,3,6,5995000
11,3,6,5650000
12,3,6,5388000
13,3,6,5136000
14,3,6,5074000
15,3,6,5026999.999999999
16,3,6,5057000
17,3,6,5343999.999999999
18,3,6,5959000
19,3,6,6154000
20,3,6,6006000
21,3,6,5780000
22,3,6,5573000
23,3,6,5085000
0,3,6,4669000.000000001
1,4,6,4239000
2,4,6,3989000
3,4,6,3849000
4,4,6,3800000
5,4,6,3833000
6,4,6,4013000
7,4,6,4413000
8,4,6,4894000
9,4,6,5401000
10,4,6,5570000
11,4,6,5400000
12,4,6,5140000
13,4,6,4924000
14,4,6,4742000
15,4,6,4678000.000000001
16,4,6,4724000
17,4,6,5063000.000000001
18,4,6,5716000
19,4,6,5841000
20,4,6,5634000
21,4,6,5429000
22,4,6,5273000
23,4,6,4849000
0,4,6,4491000
1,5,6,4090999.9999999995
2,5,6,3877000
3,5,6,3729000
4,5,6,3669000
5,5,6,3667000
6,5,6,3804999.9999999995
7,5,6,4125999.9999999995
8,5,6,4589000
9,5,6,5166000
10,5,6,5413000
11,5,6,5254000
12,5,6,4981999.999999999
13,5,6,4806000
14,5,6,4686000
15,5,6,4622999.999999999
16,5,6,4683000
17,5,6,5000000
18,5,6,5601000
19,5,6,5737000
20,5,6,5550000.000000001
21,5,6,5348000
22,5,6,5205000
23,5,6,4824000
0,5,6,4490000
1,6,6,4107000
2,6,6,3894000
3,6,6,3763000
4,6,6,3712000
5,6,6,3716000
6,6,6,3856000
7,6,6,4158000.0000000005
8,6,6,4580000
9,6,6,5153000
10,6,6,5478000
11,6,6,5377000
12,6,6,5123000
13,6,6,4973000.000000001
14,6,6,4859000
15,6,6,4776000
16,6,6,4874000.000000001
17,6,6,5339000
18,6,6,6041000
19,6,6,6166000
20,6,6,5922000
21,6,6,5618000
22,6,6,5323000
23,6,6,4731999.999999999
0,6,6,4314999.999999999
1,0,7,3944000
2,0,7,3724000
3,0,7,3613000
4,0,7,3575000
5,0,7,3668000
6,0,7,4045999.9999999995
7,0,7,4899000
8,0,7,5790000
9,0,7,6068000
10,0,7,6005000
11,0,7,5888000
12,0,7,5852000
13,0,7,5819000
14,0,7,5794000.000000001
15,0,7,5765000
16,0,7,5845000
17,0,7,6179000
18,0,7,6606000
19,0,7,6587000
20,0,7,6256000
21,0,7,5855000
22,0,7,5498000
23,0,7,4898000
0,0,7,4451000.000000001
1,1,7,4048999.9999999995
2,1,7,3858000
3,1,7,3752000
4,1,7,3718000
5,1,7,3812999.9999999995
6,1,7,4196000
7,1,7,5064999.999999999
8,1,7,5964000
9,1,7,6180000
10,1,7,6034000.000000001
11,1,7,5875000
12,1,7,5732000
13,1,7,5625999.999999999
14,1,7,5534000
15,1,7,5462000
16,1,7,5524000
17,1,7,5907000
18,1,7,6551000
19,1,7,6709000
20,1,7,6507000
21,1,7,6188000.000000001
22,1,7,5837000
23,1,7,5198000
0,1,7,4696999.999999999
1,2,7,4273000
2,2,7,4062999.9999999995
3,2,7,3936000
4,2,7,3895000
5,2,7,3982000
6,2,7,4410000
7,2,7,5366000
8,2,7,6330000
9,2,7,6522000
10,2,7,6300000.000000001
11,2,7,6088000
12,2,7,5827000
13,2,7,5634000
14,2,7,5502000
15,2,7,5407999.999999999
16,2,7,5458000
17,2,7,5773000
18,2,7,6460000
19,2,7,6715000
20,2,7,6601000
21,2,7,6340999.999999999
22,2,7,6074999.999999999
23,2,7,5451000
0,2,7,4930000
1,3,7,4474000
2,3,7,4244000
3,3,7,4121000.0000000005
4,3,7,4088000
5,3,7,4198000
6,3,7,4641999.999999999
7,3,7,5665000
8,3,7,6651000
9,3,7,6817000
10,3,7,6593000
11,3,7,6289000
12,3,7,5969000
13,3,7,5693000
14,3,7,5513000
15,3,7,5368000
16,3,7,5370000
17,3,7,5757000
18,3,7,6561999.999999999
19,3,7,6885000
20,3,7,6797000
21,3,7,6583000
22,3,7,6295000
23,3,7,5668000
0,3,7,5129000
1,4,7,4651000
2,4,7,4403000.000000001
3,4,7,4273000
4,4,7,4248000
5,4,7,4359000
6,4,7,4795000
7,4,7,5787000
8,4,7,6757000
9,4,7,7008000
10,4,7,6801000
11,4,7,6452999.999999999
12,4,7,6088000
13,4,7,5739000.000000001
14,4,7,5516000
15,4,7,5353000
16,4,7,5358000.000000001
17,4,7,5733000.000000001
18,4,7,6476000
19,4,7,6710000
20,4,7,6566000
21,4,7,6306000
22,4,7,6064000
23,4,7,5526999.999999999
0,4,7,5060000.000000001
1,5,7,4572000
2,5,7,4289000
3,5,7,4119000
4,5,7,4037000
5,5,7,4038999.9999999995
6,5,7,4192000
7,5,7,4567000
8,5,7,5099000
9,5,7,5661000
10,5,7,5858000
11,5,7,5695000
12,5,7,5469000
13,5,7,5271000
14,5,7,5122000
15,5,7,4996000
16,5,7,5002000
17,5,7,5358000.000000001
18,5,7,6058999.999999999
19,5,7,6236000.000000001
20,5,7,5997000
21,5,7,5789000
22,5,7,5699000
23,5,7,5298999.999999999
0,5,7,4901000
1,6,7,4455000
2,6,7,4204000
3,6,7,4061999.9999999995
4,6,7,3990000
5,6,7,3998000
6,6,7,4131000
7,6,7,4444000
8,6,7,4923000
9,6,7,5523000
10,6,7,5759000
11,6,7,5571000
12,6,7,5298000
13,6,7,5107000
14,6,7,4923999.999999999
15,6,7,4838000
16,6,7,4895000
17,6,7,5306000
18,6,7,6040000
19,6,7,6230000
20,6,7,5994000
21,6,7,5708000
22,6,7,5432000
23,6,7,4886000
0,6,7,4468000
1,0,7,4093999.9999999995
2,0,7,3896000
3,0,7,3792000
4,0,7,3785000
5,0,7,3886000
6,0,7,4306000
7,0,7,5176000
8,0,7,6024000
9,0,7,6364000
10,0,7,6289000
11,0,7,6058000
12,0,7,5775000
13,0,7,5576000
14,0,7,5432000
15,0,7,5345000.000000001
16,0,7,5359000
17,0,7,5669000
18,0,7,6375999.999999999
19,0,7,6593000
20,0,7,6355000
21,0,7,6034000
22,0,7,5697000
23,0,7,5098000.000000001
0,0,7,4648000
1,1,7,4245000
2,1,7,4042000
3,1,7,3912000
4,1,7,3881000
5,1,7,3977000.0000000005
6,1,7,4396000
7,1,7,5281000.000000001
8,1,7,6135000
9,1,7,6457000.000000001
10,1,7,6340999.999999999
11,1,7,6025000
12,1,7,5723000
13,1,7,5490000
14,1,7,5342000.000000001
15,1,7,5225000
16,1,7,5179000
17,1,7,5542000
18,1,7,6257000
19,1,7,6558000
20,1,7,6394000
21,1,7,6131000
22,1,7,5868000
23,1,7,5285000
0,1,7,4817000
1,2,7,4407999.999999999
2,2,7,4188000.0000000005
3,2,7,4054999.9999999995
4,2,7,4026999.999999999
5,2,7,4135000
6,2,7,4555000
7,2,7,5461000
8,2,7,6330000
9,2,7,6645000
10,2,7,6495000
11,2,7,6153000.000000001
12,2,7,5884000
13,2,7,5623000
14,2,7,5439000
15,2,7,5337000
16,2,7,5359999.999999999
17,2,7,5629000
18,2,7,6301000
19,2,7,6564999.999999999
20,2,7,6425000.000000001
21,2,7,6207000.000000001
22,2,7,5977000
23,2,7,5366000
0,2,7,4853000
1,3,7,4397000
2,3,7,4170000
3,3,7,4051000
4,3,7,4019999.9999999995
5,3,7,4134000.0000000005
6,3,7,4552000
7,3,7,5438000.000000001
8,3,7,6289000
9,3,7,6583000
10,3,7,6412000.000000001
11,3,7,6159000
12,3,7,5888000
13,3,7,5641000
14,3,7,5457000
15,3,7,5343999.999999999
16,3,7,5344000
17,3,7,5678000
18,3,7,6399000
19,3,7,6674000
20,3,7,6521000
21,3,7,6298999.999999999
22,3,7,6050000.000000001
23,3,7,5437000
0,3,7,4941000.000000001
1,4,7,4465999.999999999
2,4,7,4233000.000000001
3,4,7,4096999.9999999995
4,4,7,4064000
5,4,7,4140000.0000000005
6,4,7,4545000
7,4,7,5411000
8,4,7,6300000.000000001
9,4,7,6718999.999999999
10,4,7,6646000
11,4,7,6351000
12,4,7,6108000.000000001
13,4,7,5903000.000000001
14,4,7,5734000
15,4,7,5609999.999999999
16,4,7,5614000
17,4,7,5869999.999999999
18,4,7,6490000
19,4,7,6709000
20,4,7,6537000.000000001
21,4,7,6293000
22,4,7,6031000.000000001
23,4,7,5491000
0,4,7,5036000
1,5,7,4581000
2,5,7,4306000
3,5,7,4134000.0000000005
4,5,7,4077999.9999999995
5,5,7,4094999.9999999995
6,5,7,4272000
7,5,7,4680000
8,5,7,5221000
9,5,7,5808000
10,5,7,6012000
11,5,7,5797000.000000001
12,5,7,5499000.000000001
13,5,7,5226000
14,5,7,5015000
15,5,7,4891000
16,5,7,4884000
17,5,7,5227000
18,5,7,5958000
19,5,7,6204000.000000001
20,5,7,5950000
21,5,7,5710000
22,5,7,5590000
23,5,7,5201000
0,5,7,4811000
1,6,7,4362000
2,6,7,4109000
3,6,7,3952000
4,6,7,3875000
5,6,7,3879000
6,6,7,4003000
7,6,7,4305000
8,6,7,4724000
9,6,7,5277000
10,6,7,5615000
11,6,7,5506000
12,6,7,5300000
13,6,7,5170000
14,6,7,5045000
15,6,7,4975000
16,6,7,5098000.000000001
17,6,7,5491000
18,6,7,6143000
19,6,7,6294000.000000001
20,6,7,6051000
21,6,7,5781000.000000001
22,6,7,5512000
23,6,7,4984000
0,6,7,4561000
1,0,7,4167000
2,0,7,3950000
3,0,7,3828999.9999999995
4,0,7,3812999.9999999995
5,0,7,3896000
6,0,7,4281000.000000001
7,0,7,5108000.000000001
8,0,7,5920000
9,0,7,6314999.999999999
10,0,7,6413000
11,0,7,6313000.000000001
12,0,7,6218000
13,0,7,6166000
14,0,7,6074000
15,0,7,6001000
16,0,7,6022000
17,0,7,6235000
18,0,7,6673999.999999999
19,0,7,6721000
20,0,7,6381000
21,0,7,5973000
22,0,7,5647000
23,0,7,5079000.000000001
0,0,7,4622999.999999999
1,1,7,4210000
2,1,7,3984000
3,1,7,3841000
4,1,7,3783000
5,1,7,3844000.0000000005
6,1,7,4198000
7,1,7,4970000
8,1,7,5735000
9,1,7,6055999.999999999
10,1,7,6031000
11,1,7,5835000
12,1,7,5669000.000000001
13,1,7,5536000
14,1,7,5380000.000000001
15,1,7,5266000
16,1,7,5224000
17,1,7,5417000
18,1,7,6024000
19,1,7,6279000
20,1,7,6090999.999999999
21,1,7,5826000.000000001
22,1,7,5588000
23,1,7,5032000
0,1,7,4592000.000000001
1,2,7,4153000.0000000005
2,2,7,3937000.0000000005
3,2,7,3808000
4,2,7,3777999.9999999995
5,2,7,3859000
6,2,7,4228000
7,2,7,5024000
8,2,7,5789000
9,2,7,6180000
10,2,7,6230000
11,2,7,6145000
12,2,7,6023000
13,2,7,5921000
14,2,7,5837000
15,2,7,5756000
16,2,7,5776000
17,2,7,5981000
18,2,7,6438000
19,2,7,6575000
20,2,7,6345000.000000001
21,2,7,6048000
22,2,7,5786000
23,2,7,5205000
0,2,7,4761000
1,3,7,4298000
2,3,7,4048000
3,3,7,3901000
4,3,7,3848000
5,3,7,3928000
6,3,7,4296000
7,3,7,5093000
8,3,7,5882000
9,3,7,6248000
10,3,7,6173000
11,3,7,5921000
12,3,7,5693000
13,3,7,5501000
14,3,7,5368000
15,3,7,5287000
16,3,7,5300000
17,3,7,5524000
18,3,7,6087000
19,3,7,6361000.000000001
20,3,7,6162000
21,3,7,5880000
22,3,7,5631000
23,3,7,5086000
0,3,7,4635000
1,4,7,4207000
2,4,7,3976000
3,4,7,3833000
4,4,7,3780000.0000000005
5,4,7,3848000
6,4,7,4182000.0000000005
7,4,7,4915000
8,4,7,5645000
9,4,7,6096999.999999999
10,4,7,6196000
11,4,7,6080000
12,4,7,5955000
13,4,7,5801000
14,4,7,5659000
15,4,7,5563000
16,4,7,5542000
17,4,7,5757000
18,4,7,6144000
19,4,7,6205999.999999999
20,4,7,5946000
21,4,7,5632000
22,4,7,5407000
23,4,7,4949000
0,4,7,4570000
1,5,7,4135000
2,5,7,3885000
3,5,7,3726000
4,5,7,3654000
5,5,7,3650000
6,5,7,3777000
7,5,7,4072000
8,5,7,4466000
9,5,7,4981000
10,5,7,5423000
11,5,7,5555000
12,5,7,5504000
13,5,7,5409000.000000001
14,5,7,5273000
15,5,7,5120000
16,5,7,5040000
17,5,7,5180000
18,5,7,5678000
19,5,7,5882000
20,5,7,5625000
21,5,7,5383000
22,5,7,5213000
23,5,7,4817000
0,5,7,4493000
1,6,7,4102999.9999999995
2,6,7,3857000
3,6,7,3715000
4,6,7,3642000
5,6,7,3643000
6,6,7,3762000
7,6,7,4062000.0000000005
8,6,7,4455000
9,6,7,4975000
10,6,7,5335000
11,6,7,5341000
12,6,7,5266999.999999999
13,6,7,5157000
14,6,7,4987000
15,6,7,4875999.999999999
16,6,7,4913000
17,6,7,5279999.999999999
18,6,7,5846000
19,6,7,6005000
20,6,7,5746000
21,6,7,5459000
22,6,7,5220000.000000001
23,6,7,4688000
0,6,7,4298999.999999999
1,0,7,3931000
2,0,7,3730000
3,0,7,3623000
4,0,7,3597000
5,0,7,3689000
6,0,7,4096999.9999999995
7,0,7,4970000.000000001
8,0,7,5914000
9,0,7,6100000
10,0,7,6000000
11,0,7,5836000
12,0,7,5731000
13,0,7,5644000
14,0,7,5522000
15,0,7,5458000
16,0,7,5580000
17,0,7,5849000
18,0,7,6417000
19,0,7,6654000
20,0,7,6428000.000000001
21,0,7,6130000
22,0,7,5803000
23,0,7,5148000
0,0,7,4657999.999999999
1,1,7,4239000
2,1,7,4022999.9999999995
3,1,7,3904000
4,1,7,3877000
5,1,7,3970000
6,1,7,4374000.000000001
7,1,7,5329000.000000001
8,1,7,6312000
9,1,7,6447000
10,1,7,6215999.999999999
11,1,7,5893000.000000001
12,1,7,5648000
13,1,7,5500000
14,1,7,5420000
15,1,7,5302000
16,1,7,5316000
17,1,7,5609999.999999999
18,1,7,6308000
19,1,7,6644000
20,1,7,6457000.000000001
21,1,7,6132000
22,1,7,5817000
23,1,7,5167000
0,1,7,4671000
1,2,7,4259000
2,2,7,4056000
3,2,7,3950000
4,2,7,3918000
5,2,7,4014999.9999999995
6,2,7,4442000
7,2,7,5441000
8,2,7,6346999.999999999
9,2,7,6436000
10,2,7,6215000
11,2,7,5921000
12,2,7,5593000
13,2,7,5352000
14,2,7,5208000
15,2,7,5115000
16,2,7,5162000
17,2,7,5411000
18,2,7,6132000
19,2,7,6503000
20,2,7,6375999.999999999
21,2,7,6083000
22,2,7,5790000
23,2,7,5187000
0,2,7,4715999.999999999
1,3,7,4303000
2,3,7,4080999.9999999995
3,3,7,3948000
4,3,7,3905999.9999999995
5,3,7,4009000.0000000005
6,3,7,4420000
7,3,7,5363000
8,3,7,6282000
9,3,7,6394000
10,3,7,6156000
11,3,7,5758000
12,3,7,5475000
13,3,7,5259000
14,3,7,5118000
15,3,7,5034000
16,3,7,5060000
17,3,7,5305000
18,3,7,5936000
19,3,7,6327000
20,3,7,6211000
21,3,7,5947000
22,3,7,5689999.999999999
23,3,7,5129000
0,3,7,4696000
1,4,7,4266999.999999999
2,4,7,4019000
3,4,7,3906000
4,4,7,3881000
5,4,7,3974000
6,4,7,4384000
7,4,7,5309000
8,4,7,6279000
9,4,7,6437000
10,4,7,6212000
11,4,7,5848000
12,4,7,5552000
13,4,7,5329000.000000001
14,4,7,5150000
15,4,7,5016999.999999999
16,4,7,5014000
17,4,7,5243000
18,4,7,5789000
19,4,7,6102000
20,4,7,5938000.000000001
21,4,7,5693000
22,4,7,5526000
23,4,7,5090000
0,4,7,4702000
1,5,7,4268000
2,5,7,4028000.0000000005
3,5,7,3881999.9999999995
4,5,7,3817999.9999999995
5,5,7,3835000
6,5,7,4042000
7,5,7,4466000
8,5,7,5008000
9,5,7,5463000
10,5,7,5525000
11,5,7,5287000.000000001
12,5,7,5045000
13,5,7,4805000
14,5,7,4633000
15,5,7,4570000
16,5,7,4613000
17,5,7,4888000
18,5,7,5493000
19,5,7,5732000
20,5,7,5516999.999999999
21,5,7,5285000
22,5,7,5117000
23,5,7,4738000
0,5,7,4427000
1,6,7,4050000
2,6,7,3865999.9999999995
3,6,7,3731000
4,6,7,3654000
5,6,7,3644000
6,6,7,3797000
7,6,7,4125000
8,6,7,4577000
9,6,7,5083000
10,6,7,5371000
11,6,7,5298000
12,6,7,5076000.000000001
13,6,7,4916000
14,6,7,4802000
15,6,7,4766000
16,6,7,4816000.000000001
17,6,7,5090999.999999999
18,6,7,5686999.999999999
19,6,7,5984999.999999999
20,6,7,5782999.999999999
21,6,7,5500999.999999999
22,6,7,5256000
23,6,7,4739000
0,6,7,4336000
1,0,7,3969000.0000000005
2,0,7,3773000
3,0,7,3653000
4,0,7,3590000
5,0,7,3695000.0000000005
6,0,7,4109000
7,0,7,5028000.000000001
8,0,7,5935000.000000001
9,0,7,6157000
10,0,7,6077000
11,0,7,5944000
12,0,7,5837999.999999999
13,0,7,5811000
14,0,7,5729000
15,0,7,5672000.000000001
16,0,7,5777000
17,0,7,6108000.000000001
18,0,7,6554000
19,0,7,6607000
20,0,7,6313000.000000001
21,0,7,5965000
22,0,7,5616000
23,0,7,4991000
0,0,7,4522000
1,1,7,4112999.9999999995
2,1,7,3889000.0000000005
3,1,7,3792000
4,1,7,3761000
5,1,7,3831000
6,1,7,4228000
7,1,7,5124000.000000001
8,1,7,6018000
9,1,7,6207000
10,1,7,6092000.000000001
11,1,7,5920000
12,1,7,5864000.000000001
